═══ CARD INFORMATION ═══
Card Name,Latias Star
Set Name,Deoxys
Card Number,105/107
Rarity,Ultra Rare
TCGPlayer ID,86658
Current Market Price,$2300
Last Updated,2025-11-30T00:41:22.638Z

═══ CURRENT PRICES BY CONDITION ═══
Variant,Condition,Price,Available Listings
Regular,Moderately Played,$2300,1
Regular,Damaged,$1050,3
Regular,Heavily Played,$798.99,1
Holofoil,Moderately Played,$2300,1
Holofoil,Damaged,$1050,3
Holofoil,Heavily Played,$798.99,1

═══ PRICE HISTORY (ALL CONDITIONS) ═══
Date,Condition,Price,Sales Volume,Data Type
2025-03-02T21:58:40.988Z,Damaged,$274.95,0,Interpolated
2025-03-02T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-03-03T00:00:00.000Z,Moderately Played,$900.78,0,Actual Sale
2025-03-03T00:00:00.000Z,Damaged,$274.95,0,Actual Sale
2025-03-03T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-03-04T21:58:40.988Z,Moderately Played,$900.78,0,Interpolated
2025-03-04T21:58:40.988Z,Damaged,$274.95,0,Interpolated
2025-03-04T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-03-05T21:58:40.988Z,Moderately Played,$900.78,0,Interpolated
2025-03-05T21:58:40.988Z,Damaged,$274.95,0,Interpolated
2025-03-05T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-03-06T21:58:40.988Z,Moderately Played,$900.78,0,Interpolated
2025-03-06T21:58:40.988Z,Damaged,$274.95,0,Interpolated
2025-03-06T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-03-07T21:58:40.988Z,Moderately Played,$900.78,0,Interpolated
2025-03-07T21:58:40.988Z,Damaged,$274.95,0,Interpolated
2025-03-07T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-03-08T21:58:40.988Z,Moderately Played,$900.78,0,Interpolated
2025-03-08T21:58:40.988Z,Damaged,$274.95,0,Interpolated
2025-03-08T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-03-09T21:58:40.988Z,Moderately Played,$900.78,0,Interpolated
2025-03-09T21:58:40.988Z,Damaged,$274.95,0,Interpolated
2025-03-09T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-03-10T00:00:00.000Z,Moderately Played,$900.78,0,Actual Sale
2025-03-10T00:00:00.000Z,Damaged,$274.95,0,Actual Sale
2025-03-10T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-03-11T21:58:40.988Z,Moderately Played,$900.78,0,Interpolated
2025-03-11T21:58:40.988Z,Damaged,$274.95,0,Interpolated
2025-03-11T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-03-12T21:58:40.988Z,Moderately Played,$900.78,0,Interpolated
2025-03-12T21:58:40.988Z,Damaged,$274.95,0,Interpolated
2025-03-12T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-03-13T21:58:40.988Z,Moderately Played,$900.78,0,Interpolated
2025-03-13T21:58:40.988Z,Damaged,$274.95,0,Interpolated
2025-03-13T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-03-14T21:58:40.988Z,Moderately Played,$900.78,0,Interpolated
2025-03-14T21:58:40.988Z,Damaged,$274.95,0,Interpolated
2025-03-14T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-03-15T21:58:40.988Z,Moderately Played,$900.78,0,Interpolated
2025-03-15T21:58:40.988Z,Damaged,$274.95,0,Interpolated
2025-03-15T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-03-16T21:58:40.988Z,Moderately Played,$900.78,0,Interpolated
2025-03-16T21:58:40.988Z,Damaged,$274.95,0,Interpolated
2025-03-16T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-03-17T00:00:00.000Z,Moderately Played,$900.78,0,Actual Sale
2025-03-17T00:00:00.000Z,Damaged,$274.95,0,Actual Sale
2025-03-17T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-03-18T21:58:40.988Z,Moderately Played,$900.78,0,Interpolated
2025-03-18T21:58:40.988Z,Damaged,$274.95,0,Interpolated
2025-03-18T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-03-19T21:58:40.988Z,Moderately Played,$900.78,0,Interpolated
2025-03-19T21:58:40.988Z,Damaged,$274.95,0,Interpolated
2025-03-19T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-03-20T21:58:40.988Z,Moderately Played,$900.78,0,Interpolated
2025-03-20T21:58:40.988Z,Damaged,$274.95,0,Interpolated
2025-03-20T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-03-21T21:58:40.988Z,Moderately Played,$900.78,0,Interpolated
2025-03-21T21:58:40.988Z,Damaged,$274.95,0,Interpolated
2025-03-21T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-03-22T21:58:40.988Z,Moderately Played,$900.78,0,Interpolated
2025-03-22T21:58:40.988Z,Damaged,$274.95,0,Interpolated
2025-03-22T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-03-23T21:58:40.988Z,Moderately Played,$900.78,0,Interpolated
2025-03-23T21:58:40.988Z,Damaged,$274.95,0,Interpolated
2025-03-23T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-03-24T00:00:00.000Z,Moderately Played,$900.78,0,Actual Sale
2025-03-24T00:00:00.000Z,Damaged,$274.95,0,Actual Sale
2025-03-24T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-03-25T21:58:40.988Z,Moderately Played,$900.78,0,Interpolated
2025-03-25T21:58:40.988Z,Damaged,$274.95,0,Interpolated
2025-03-25T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-03-26T21:58:40.988Z,Moderately Played,$900.78,0,Interpolated
2025-03-26T21:58:40.988Z,Damaged,$274.95,0,Interpolated
2025-03-26T21:58:40.988Z,Heavily Played,$798.99,0,Interpolated
2025-03-27T21:58:40.988Z,Moderately Played,$900.78,0,Interpolated
2025-03-27T21:58:40.988Z,Damaged,$274.95,0,Interpolated
